# Produced by delphy version 0.99 (build 2020, commit 8e1dda4)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-init-heuristic <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs/ebola_delphy.log <DASH-DASH>v0-log-every 200000 <DASH-DASH>v0-out-trees-file delphy_outputs/ebola_delphy.trees <DASH-DASH>v0-tree-every 1000000 <DASH-DASH>v0-out-beast-xml beast2_run/ebola.xml
Sample	posterior_for_Delphy	likelihood_really_logG	prior	treeLikelihood_really_logG	TreeHeight	clockRate	kappa	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
914000000	-22778.5	-26684.1	3905.58	-26684.1	0.298846	0.0027637	10.0761	145.898	0.0664666	5.37112	0.31632	0.216186	0.197513	0.269982
914200000	-22800.2	-26690	3889.79	-26690	0.312409	0.0021464	7.65115	129.555	0.0731873	-0.412789	0.324165	0.214253	0.195807	0.265774
914400000	-22821.4	-26691.7	3870.27	-26691.7	0.262757	0.00244244	5.27681	110.349	0.124274	11.214	0.320012	0.213853	0.201387	0.264748
914600000	-22833.2	-26699.7	3866.55	-26699.7	0.31185	0.00225081	7.83536	107.155	0.136775	5.88103	0.323131	0.211299	0.202087	0.263483
914800000	-22878.3	-26710.6	3832.25	-26710.6	0.302532	0.00133051	5.71164	72.7841	0.208685	5.75944	0.322245	0.213157	0.197227	0.267371
915000000	-22800.7	-26689.9	3889.23	-26689.9	0.296822	0.00258042	8.99522	129.263	0.0694798	1.57134	0.314896	0.216053	0.202135	0.266916
915200000	-22752.1	-26675.6	3923.49	-26675.6	0.281381	0.00316663	14.3886	164.247	0.0547272	3.51359	0.317733	0.214259	0.199499	0.26851
915400000	-22744.7	-26680.3	3935.56	-26680.3	0.295306	0.00199704	10.2572	175.241	0.0399265	-0.501702	0.315045	0.219148	0.200196	0.265611
915600000	-22804.9	-26689.6	3884.67	-26689.6	0.294993	0.00198707	8.42184	125.165	0.115867	3.76728	0.318283	0.214275	0.201256	0.266187
915800000	-22809.9	-26690.7	3880.8	-26690.7	0.30593	0.00215173	10.59	121.778	0.116342	5.86423	0.31837	0.210649	0.199289	0.271692
916000000	-22816.3	-26696.5	3880.16	-26696.5	0.317109	0.00176315	19.3313	121.8	0.0769429	-0.772503	0.317165	0.215221	0.196013	0.271601
916200000	-22780.2	-26684.4	3904.13	-26684.4	0.298028	0.0020722	10.7183	144.298	0.0589366	0.921348	0.319481	0.214634	0.198623	0.267262
916400000	-22836.6	-26697.9	3861.31	-26697.9	0.308888	0.00170669	14.8354	103.044	0.131044	4.89033	0.317647	0.216067	0.20119	0.265097
916600000	-22762.7	-26676	3913.31	-26676	0.262584	0.00320455	14.2861	154.846	0.0942713	11.3032	0.322757	0.213045	0.195445	0.268753
916800000	-22782	-26684.7	3902.7	-26684.7	0.301965	0.00221417	7.54783	142.271	0.0611171	0.478084	0.316653	0.216443	0.198465	0.26844
917000000	-22831.3	-26715.9	3884.59	-26715.9	0.293045	0.00194793	6.9679	124.086	0.0632141	-1.12549	0.318106	0.212493	0.201018	0.268383
917200000	-22827.7	-26699.5	3871.72	-26699.5	0.338563	0.00175846	7.43378	111.729	0.0920152	-2.22331	0.321267	0.217281	0.196422	0.26503
917400000	-22808.6	-26689.9	3881.26	-26689.9	0.277234	0.00228357	7.72147	121.449	0.0960846	4.50396	0.317231	0.214393	0.200559	0.267817
917600000	-22804.7	-26695.4	3890.67	-26695.4	0.257397	0.00229244	9.6883	131.858	0.128761	14.0266	0.319993	0.216568	0.196031	0.267408
917800000	-22758	-26676.2	3918.26	-26676.2	0.28773	0.00286996	8.27362	158.11	0.0611758	4.37294	0.320598	0.216472	0.197203	0.265727
918000000	-22768	-26680.7	3912.74	-26680.7	0.274768	0.00311432	5.54744	152.081	0.0696713	4.0988	0.321327	0.217804	0.196014	0.264856
918200000	-22823.6	-26705.6	3881.98	-26705.6	0.294947	0.00269154	13.079	123.31	0.111696	5.36484	0.321913	0.217723	0.194449	0.265915
918400000	-22830.7	-26694.3	3863.67	-26694.3	0.306337	0.00199617	7.97944	104.412	0.146095	6.88332	0.31568	0.215836	0.200445	0.268039
918600000	-22826.5	-26696.7	3870.21	-26696.7	0.283647	0.00214754	8.83616	111.043	0.138547	6.05994	0.320866	0.218178	0.19232	0.268636
918800000	-22832.4	-26700	3867.61	-26700	0.327578	0.00214851	7.8556	107.961	0.115706	3.06273	0.314785	0.218348	0.200602	0.266265
919000000	-22873.1	-26709.8	3836.76	-26709.8	0.275021	0.00148197	9.97577	77.8996	0.164899	3.53315	0.31172	0.216705	0.203087	0.268488
919200000	-22793.3	-26686.2	3892.92	-26686.2	0.286277	0.00248965	7.1432	133.064	0.100217	5.86931	0.322403	0.211316	0.194456	0.271825
919400000	-22785.9	-26692.5	3906.6	-26692.5	0.311327	0.0022951	4.59443	145.366	0.0568201	0.841514	0.322543	0.21936	0.19092	0.267176
919600000	-22787.4	-26685.9	3898.52	-26685.9	0.283825	0.00260224	7.12476	138.249	0.0670684	5.56352	0.325026	0.215754	0.192316	0.266903
919800000	-22788.2	-26690.5	3902.31	-26690.5	0.306261	0.00258509	5.33656	141.647	0.0795495	1.73846	0.322238	0.213039	0.197088	0.267635
920000000	-22842.4	-26709.4	3867.03	-26709.4	0.318759	0.00176783	5.65549	107.155	0.132231	7.79256	0.321854	0.215614	0.198435	0.264097
920200000	-22802.6	-26693.2	3890.51	-26693.2	0.350663	0.00180546	9.41866	130.748	0.0767155	2.40126	0.317201	0.20931	0.203325	0.270164
920400000	-22783.6	-26685.8	3902.22	-26685.8	0.296913	0.00255966	7.29479	142.1	0.082905	2.58592	0.31547	0.213696	0.197648	0.273187
920600000	-22774.3	-26684	3909.69	-26684	0.302074	0.00224274	5.93396	148.816	0.0578729	0.387441	0.320297	0.21375	0.198503	0.26745
920800000	-22737.9	-26673.8	3935.95	-26673.8	0.279419	0.00381338	9.82638	175.946	0.0547214	2.84251	0.320441	0.213426	0.192335	0.273797
921000000	-22858.2	-26702.4	3844.17	-26702.4	0.294336	0.00179005	12.1522	86.1642	0.217323	9.52189	0.323023	0.214748	0.198534	0.263694
921200000	-22831.5	-26707.4	3875.88	-26707.4	0.330129	0.00183627	5.89215	115.577	0.0950835	2.93843	0.318644	0.2134	0.200797	0.267159
921400000	-22845.9	-26700.9	3854.99	-26700.9	0.291047	0.00180214	9.1946	95.6758	0.129831	1.37241	0.323269	0.215665	0.198184	0.262882
921600000	-22804.8	-26689.2	3884.46	-26689.2	0.279739	0.00210695	8.52495	124.632	0.0816105	3.86698	0.321689	0.212336	0.19931	0.266666
921800000	-22827	-26696.3	3869.29	-26696.3	0.289805	0.00207343	15.9816	111.14	0.123187	5.4647	0.318173	0.21877	0.199198	0.26386
922000000	-22789.9	-26683.6	3893.66	-26683.6	0.269439	0.00245776	8.92019	134.403	0.112093	9.19222	0.31655	0.219271	0.195856	0.268323
922200000	-22785.2	-26682.4	3897.17	-26682.4	0.279134	0.00252258	11.5683	138.175	0.0923509	8.54158	0.318688	0.217125	0.196598	0.267589
922400000	-22751.8	-26675.4	3923.57	-26675.4	0.286754	0.00284476	9.26537	163.79	0.0693249	5.85505	0.319269	0.211028	0.197691	0.272012
922600000	-22820.8	-26692.1	3871.29	-26692.1	0.260954	0.00182557	12.8676	112.435	0.10011	3.84473	0.324239	0.217637	0.192582	0.265542
922800000	-22785.4	-26685.1	3899.67	-26685.1	0.28627	0.00213376	6.55935	139.291	0.0771486	1.95927	0.318223	0.211487	0.197189	0.273101
923000000	-22859.9	-26705.6	3845.66	-26705.6	0.320356	0.00211734	7.39738	86.3013	0.160653	4.90946	0.317252	0.211355	0.19657	0.274822
923200000	-22786.1	-26684.9	3898.89	-26684.9	0.278355	0.00237507	7.44524	138.996	0.0846552	7.83707	0.318661	0.214773	0.193669	0.272897
923400000	-22839.4	-26706.9	3867.47	-26706.9	0.310347	0.00240455	11.5342	108.841	0.140645	6.88728	0.322189	0.21156	0.196728	0.269523
923600000	-22793.7	-26688.3	3894.55	-26688.3	0.300599	0.00240529	8.73744	134.429	0.0662282	0.0944893	0.320392	0.210427	0.201125	0.268057
923800000	-22778	-26684.8	3906.78	-26684.8	0.308204	0.00234242	6.42742	146.55	0.0818355	5.77497	0.325074	0.21223	0.196852	0.265844
924000000	-22774.6	-26683.4	3908.82	-26683.4	0.285285	0.00176146	8.84742	149.139	0.0844071	5.32618	0.317176	0.211311	0.199108	0.272405
924200000	-22794.1	-26685	3890.88	-26685	0.283086	0.00254423	9.87994	131.535	0.0953561	5.79873	0.320128	0.2143	0.199141	0.266431
924400000	-22837	-26697.7	3860.61	-26697.7	0.281469	0.00151233	11.0565	102.029	0.148885	9.17921	0.323065	0.212053	0.195766	0.269117
924600000	-22801.2	-26687.5	3886.22	-26687.5	0.267064	0.00271275	16.7394	127.937	0.0992232	5.02946	0.323036	0.215593	0.197999	0.263372
924800000	-22816	-26687.9	3871.99	-26687.9	0.266453	0.00204322	10.6344	113.646	0.168099	15.0707	0.317351	0.215294	0.196205	0.271149
925000000	-22834.5	-26701.6	3867.11	-26701.6	0.318291	0.0017218	5.37359	106.717	0.101506	2.33055	0.314738	0.217289	0.1994	0.268574
925200000	-22772.9	-26685.8	3912.84	-26685.8	0.283096	0.00213631	5.97875	152.154	0.0616586	3.63856	0.316679	0.20733	0.199747	0.276244
925400000	-22793	-26686.9	3893.91	-26686.9	0.305933	0.00221052	6.43888	133.582	0.0798691	3.24589	0.317341	0.215912	0.195679	0.271067
925600000	-22824.8	-26696.2	3871.42	-26696.2	0.296446	0.00166542	14.2749	113.01	0.117178	6.35612	0.321536	0.207418	0.203635	0.267412
925800000	-22770.8	-26687.4	3916.56	-26687.4	0.265988	0.00318835	12.1491	157.782	0.0987444	10.06	0.326207	0.211888	0.19595	0.265954
926000000	-22788.6	-26686	3897.48	-26686	0.275985	0.00269386	5.80316	137.011	0.0784377	4.42576	0.323652	0.211598	0.199707	0.265043
926200000	-22782	-26683.7	3901.7	-26683.7	0.283938	0.00266683	12.2545	142.106	0.0551541	2.6427	0.323407	0.208296	0.200905	0.267391
926400000	-22815.1	-26693.4	3878.33	-26693.4	0.299735	0.00227194	9.5584	118.66	0.0864808	0.793444	0.321651	0.214152	0.199785	0.264412
926600000	-22795	-26688.1	3893.1	-26688.1	0.283842	0.00225976	6.78424	132.895	0.0823536	3.7259	0.313262	0.218719	0.197655	0.270364
926800000	-22788	-26686.5	3898.43	-26686.5	0.28039	0.00289092	9.64862	138.436	0.0570984	2.98042	0.31249	0.21552	0.203358	0.268633
927000000	-22865.8	-26705.7	3839.9	-26705.7	0.329733	0.00160278	8.618	81.1053	0.215406	5.3363	0.317436	0.215719	0.194523	0.272322
927200000	-22837.2	-26701.1	3863.93	-26701.1	0.304131	0.00251762	12.5575	105.301	0.125669	5.30545	0.318873	0.220852	0.200025	0.26025
927400000	-22834.7	-26705.3	3870.61	-26705.3	0.340766	0.00170869	4.4048	109.907	0.0975054	2.22185	0.319933	0.218901	0.199103	0.262064
927600000	-22843.5	-26706.4	3862.96	-26706.4	0.26566	0.00203943	5.71501	102.952	0.131535	3.36599	0.316281	0.213899	0.199275	0.270545
927800000	-22830.6	-26696.2	3865.61	-26696.2	0.267088	0.00236796	12.7271	107.041	0.126041	6.34939	0.314756	0.214823	0.197406	0.273015
928000000	-22814.9	-26689.2	3874.28	-26689.2	0.2755	0.00206681	7.15609	115.044	0.159211	10.5547	0.326	0.212002	0.196746	0.265251
928200000	-22833.7	-26702.8	3869.12	-26702.8	0.357592	0.00183829	9.9508	109.308	0.0705054	-0.519982	0.317815	0.211569	0.20051	0.270106
928400000	-22801.5	-26692.2	3890.66	-26692.2	0.313993	0.00204757	3.45017	129.798	0.103301	4.87542	0.322365	0.214637	0.195051	0.267946
928600000	-22801	-26691	3889.99	-26691	0.271826	0.00230656	6.83891	130.166	0.102903	8.14777	0.323228	0.20603	0.201712	0.26903
928800000	-22839.4	-26697.3	3857.97	-26697.3	0.271818	0.00187584	13.4408	99.8452	0.149507	11.3273	0.314377	0.215075	0.199532	0.271016
929000000	-22823.8	-26694.5	3870.69	-26694.5	0.285514	0.00234369	16.6894	112.439	0.110825	2.70551	0.319897	0.214752	0.196155	0.269196
929200000	-22787.4	-26685.3	3897.87	-26685.3	0.267412	0.0024675	6.59989	137.975	0.0978889	9.08835	0.325253	0.214891	0.200055	0.2598
929400000	-22740.7	-26673.2	3932.51	-26673.2	0.289106	0.00283515	9.03011	172.248	0.0457555	5.20986	0.315488	0.213138	0.201516	0.269858
929600000	-22773.3	-26683.7	3910.38	-26683.7	0.290335	0.00251219	9.00653	150.133	0.0513284	2.27144	0.315104	0.21261	0.202223	0.270063
929800000	-22808.3	-26689.6	3881.25	-26689.6	0.294766	0.00220355	5.91603	121.036	0.0940296	5.71164	0.319299	0.216629	0.195776	0.268295
930000000	-22838.5	-26699.6	3861.11	-26699.6	0.335478	0.00187081	7.1697	101.285	0.112411	3.19568	0.323823	0.21303	0.195726	0.267421
930200000	-22830.2	-26701.2	3870.92	-26701.2	0.338483	0.00176733	5.87034	110.523	0.0932033	-0.904006	0.320078	0.212671	0.195965	0.271286
930400000	-22828	-26694.3	3866.26	-26694.3	0.298691	0.0020488	9.29754	107.193	0.134738	7.29632	0.320563	0.213944	0.19815	0.267343
930600000	-22730.3	-26668.9	3938.64	-26668.9	0.276792	0.00332844	8.91108	178.403	0.0469869	5.784	0.318894	0.21306	0.198239	0.269807
930800000	-22787.2	-26685.5	3898.29	-26685.5	0.278317	0.00205298	10.875	139.081	0.0959383	4.48019	0.31768	0.215384	0.192479	0.274457
931000000	-22831.8	-26696.1	3864.28	-26696.1	0.281548	0.00174151	7.29524	104.616	0.118149	5.53499	0.319729	0.209928	0.198256	0.272087
931200000	-22867.7	-26709	3841.31	-26709	0.315327	0.00146698	6.48267	81.9169	0.179346	6.84591	0.323498	0.212357	0.200893	0.263251
931400000	-22785.6	-26686.4	3900.76	-26686.4	0.294093	0.00211826	5.15243	139.743	0.0548972	3.76701	0.322569	0.218036	0.194659	0.264737
931600000	-22775.4	-26680.3	3904.89	-26680.3	0.276785	0.00272312	8.07588	145.119	0.0867972	6.5706	0.315757	0.214544	0.198319	0.271379
931800000	-22743.1	-26674.7	3931.57	-26674.7	0.282069	0.00275354	8.39764	171.136	0.0480719	2.32528	0.319784	0.214291	0.201301	0.264624
932000000	-22822.4	-26696.7	3874.32	-26696.7	0.285534	0.00160757	4.23859	113.831	0.118646	4.48541	0.322116	0.21308	0.195699	0.269105
932200000	-22826.7	-26692.8	3866.09	-26692.8	0.282824	0.0020172	9.96275	107.568	0.165474	13.6362	0.318207	0.211518	0.204798	0.265477
932400000	-22883.6	-26709.5	3825.9	-26709.5	0.292699	0.00162017	5.59518	66.4725	0.213802	7.15934	0.320931	0.214232	0.193621	0.271216
932600000	-22837.2	-26703.7	3866.44	-26703.7	0.298005	0.0017096	6.11128	106.337	0.115292	1.44915	0.31562	0.219992	0.197781	0.266606
932800000	-22854.2	-26702.9	3848.77	-26702.9	0.282728	0.00173132	4.80271	88.9794	0.186064	6.93356	0.31898	0.21468	0.198775	0.267565
933000000	-22870	-26716	3845.96	-26716	0.443032	0.00112375	10.2226	86.9251	0.147159	-0.0371629	0.320107	0.212386	0.202436	0.265071
933200000	-22793	-26684	3891.01	-26684	0.260527	0.00230797	7.47324	131.548	0.123159	9.36777	0.317756	0.214825	0.2007	0.266719
933400000	-22865.3	-26704.9	3839.57	-26704.9	0.296713	0.0014141	7.78097	80.5301	0.185358	7.60917	0.320123	0.211711	0.197956	0.27021
933600000	-22897.5	-26716	3818.44	-26716	0.357861	0.00132934	12.6525	60.3024	0.216867	3.24348	0.316512	0.215855	0.198907	0.268726
933800000	-22812.3	-26702.6	3890.28	-26702.6	0.291762	0.00216124	7.0192	130.284	0.0957907	3.84113	0.321143	0.216382	0.199546	0.26293
934000000	-22778.1	-26682.3	3904.22	-26682.3	0.290239	0.00234981	7.53977	144.335	0.0922578	4.6712	0.31694	0.216321	0.198937	0.267803
934200000	-22791.1	-26681.4	3890.34	-26681.4	0.266217	0.00287991	14.3971	132.248	0.1237	13.9257	0.318284	0.217218	0.195326	0.269172
934400000	-22877.3	-26710.3	3832.96	-26710.3	0.311554	0.00140808	6.53259	73.3503	0.174786	0.764693	0.31278	0.213577	0.200269	0.273374
934600000	-22861.4	-26705.1	3843.7	-26705.1	0.283574	0.00144134	12.2004	85.6509	0.212297	8.95673	0.320726	0.210415	0.196608	0.272251
934800000	-22856	-26708.5	3852.57	-26708.5	0.374998	0.00185113	5.11431	92.7944	0.180157	5.86454	0.326116	0.209506	0.198602	0.265777
935000000	-22844.4	-26698.8	3854.46	-26698.8	0.272319	0.00193429	11.1244	95.8821	0.161001	6.4623	0.321349	0.216517	0.198072	0.264062
935200000	-22896.5	-26718.7	3822.19	-26718.7	0.307152	0.00173532	8.73243	62.8793	0.145028	0.859969	0.320527	0.20318	0.205803	0.27049
935400000	-22821.1	-26691.8	3870.7	-26691.8	0.258552	0.00164212	7.88016	111.747	0.159061	14.5113	0.321313	0.21612	0.196058	0.266508
935600000	-22805.2	-26687.8	3882.54	-26687.8	0.289856	0.00224038	6.53204	122.591	0.105803	5.7706	0.319408	0.211908	0.197459	0.271224
935800000	-22823.7	-26691.3	3867.53	-26691.3	0.277156	0.00229105	8.91796	108.542	0.151794	8.27164	0.319671	0.217184	0.19635	0.266795
936000000	-22805.8	-26691.5	3885.73	-26691.5	0.294653	0.00238508	7.61894	126.008	0.102649	5.95182	0.325953	0.214355	0.199333	0.260358
936200000	-22829	-26702.3	3873.28	-26702.3	0.262443	0.00202967	10.2688	114.682	0.146992	13.3181	0.316589	0.212053	0.199687	0.271671
936400000	-22865.5	-26706.5	3841	-26706.5	0.317032	0.00155474	8.76207	81.7693	0.148348	2.26234	0.320803	0.214585	0.193186	0.271427
936600000	-22807.6	-26689.3	3881.74	-26689.3	0.261179	0.00234871	6.57772	122.307	0.148916	10.7992	0.316855	0.210402	0.198459	0.274284
936800000	-22787.3	-26685.3	3898.07	-26685.3	0.277777	0.00255085	13.319	138.993	0.0780887	2.47184	0.321205	0.212664	0.20005	0.26608
937000000	-22774.5	-26693.7	3919.17	-26693.7	0.277835	0.00277609	9.1381	158.818	0.0451662	2.13336	0.317876	0.210419	0.203146	0.268559
937200000	-22771.1	-26690	3918.95	-26690	0.283429	0.00295189	9.31339	159.002	0.0643782	2.54944	0.322572	0.210438	0.201167	0.265824
937400000	-22756.3	-26679.9	3923.55	-26679.9	0.290722	0.00318367	9.24283	163.625	0.0611723	5.29214	0.324422	0.214492	0.189411	0.271675
937600000	-22769.5	-26679.1	3909.67	-26679.1	0.271991	0.00276257	6.81247	149.458	0.0737958	6.70042	0.32146	0.209252	0.196223	0.273066
937800000	-22771.1	-26683.7	3912.55	-26683.7	0.297331	0.0030551	8.47121	152.417	0.0611783	3.60233	0.317714	0.213448	0.194067	0.274771
938000000	-22779.7	-26683.9	3904.25	-26683.9	0.290766	0.00201188	10.8046	144.927	0.0780053	7.56424	0.317133	0.212498	0.201209	0.26916
938200000	-22795.6	-26686.5	3890.94	-26686.5	0.267065	0.00231524	12.9507	131.804	0.0822901	1.00575	0.321267	0.214531	0.197706	0.266496
938400000	-22815.3	-26693.5	3878.22	-26693.5	0.306313	0.00241631	11.9144	119.414	0.11887	4.69742	0.318362	0.213433	0.198927	0.269278
938600000	-22782.7	-26684	3901.34	-26684	0.303601	0.00309147	6.99089	140.468	0.0427727	1.92032	0.318794	0.217982	0.194551	0.268673
938800000	-22803.1	-26689	3885.89	-26689	0.292269	0.00251507	10.8872	127.11	0.123119	9.80504	0.317392	0.208674	0.199097	0.274837
939000000	-22820.9	-26692.6	3871.7	-26692.6	0.278966	0.00205015	8.3484	112.325	0.115902	8.16206	0.31436	0.214024	0.199191	0.272424
939200000	-22812.8	-26687.8	3875.02	-26687.8	0.267361	0.00194002	10.8576	116.404	0.138645	11.3102	0.318579	0.213281	0.197553	0.270588
939400000	-22756.6	-26676.2	3919.58	-26676.2	0.258225	0.0025121	9.73731	160.098	0.0719386	10.9597	0.318648	0.216349	0.199255	0.265749
939600000	-22792.5	-26691.3	3898.77	-26691.3	0.334598	0.00248905	12.06	139.206	0.0569434	-3.27375	0.320773	0.216663	0.198248	0.264316
939800000	-22758.3	-26675.7	3917.35	-26675.7	0.266596	0.00269217	6.60332	156.831	0.0660356	1.99194	0.315243	0.214538	0.202298	0.267921
940000000	-22801.8	-26688.7	3886.82	-26688.7	0.28999	0.00194345	7.07616	126.99	0.11128	3.99336	0.320074	0.215137	0.193966	0.270823
940200000	-22807.1	-26691.4	3884.29	-26691.4	0.285165	0.00197692	7.64651	124.434	0.094896	3.89915	0.31733	0.214984	0.20022	0.267466
940400000	-22807.4	-26693.6	3886.21	-26693.6	0.310095	0.00174693	12.1923	127.049	0.0827135	3.70425	0.323049	0.213834	0.194713	0.268404
940600000	-22760.7	-26677.9	3917.19	-26677.9	0.275411	0.00268844	16.3351	158.723	0.0780681	8.27409	0.324143	0.211769	0.198249	0.265839
940800000	-22816.1	-26693.2	3877.16	-26693.2	0.283764	0.00262915	7.87598	117.542	0.115985	3.67103	0.323526	0.210883	0.198408	0.267182
941000000	-22808.7	-26691	3882.29	-26691	0.292626	0.00220458	6.66709	122.205	0.101143	1.96179	0.321005	0.210855	0.198358	0.269782
941200000	-22820	-26699.4	3879.43	-26699.4	0.313263	0.00195366	11.2008	120.117	0.0875968	2.19162	0.321212	0.206911	0.206621	0.265256
941400000	-22838.4	-26700.7	3862.28	-26700.7	0.29101	0.00190221	21.6512	104.575	0.105265	3.15966	0.324947	0.217878	0.192622	0.264553
941600000	-22838.9	-26699.4	3860.56	-26699.4	0.278362	0.00172793	12.0233	102.166	0.167759	6.38801	0.321419	0.216826	0.190037	0.271718
941800000	-22813.9	-26700.8	3886.91	-26700.8	0.280622	0.00242648	12.7884	128.167	0.101221	7.4423	0.311055	0.21837	0.201202	0.269373
942000000	-22820.9	-26694.1	3873.19	-26694.1	0.290796	0.00216479	7.50182	113.324	0.0991673	3.40308	0.318531	0.21217	0.201209	0.26809
942200000	-22733.5	-26673	3939.48	-26673	0.284082	0.00299088	9.80035	179.162	0.0386395	4.16829	0.322493	0.213981	0.191482	0.272044
942400000	-22757.1	-26677.8	3920.7	-26677.8	0.309094	0.00287626	8.16374	160.321	0.0540675	1.75194	0.319775	0.215628	0.197735	0.266862
942600000	-22886.2	-26723.7	3837.51	-26723.7	0.352397	0.00132002	8.45713	78.2717	0.154706	2.64173	0.32043	0.211437	0.200956	0.267176
942800000	-22783.1	-26680.8	3897.71	-26680.8	0.279243	0.00272077	12.2316	138.561	0.0865941	2.28377	0.318679	0.213198	0.19682	0.271302
943000000	-22792.6	-26688.9	3896.32	-26688.9	0.30155	0.00259186	10.0989	136.412	0.0621249	0.531353	0.314599	0.217149	0.195681	0.272571
943200000	-22757.7	-26689.5	3931.77	-26689.5	0.277918	0.00393156	10.6276	171.684	0.0463292	0.984819	0.322439	0.214691	0.194724	0.268146
943400000	-22754.1	-26678.8	3924.72	-26678.8	0.2856	0.00249334	6.13151	163.45	0.0369686	0.353755	0.31838	0.215127	0.202342	0.264151
943600000	-22775.2	-26685.4	3910.19	-26685.4	0.294166	0.00321802	15.7969	151.226	0.0638066	1.45359	0.317029	0.213462	0.1968	0.272709
943800000	-22764	-26679.3	3915.29	-26679.3	0.277204	0.00270038	6.70948	154.628	0.0597819	0.0184166	0.321567	0.217162	0.194217	0.267054
944000000	-22733.8	-26672.7	3938.9	-26672.7	0.265145	0.00264896	10.562	179.06	0.0486206	7.66183	0.321109	0.21515	0.201252	0.262489
944200000	-22792.2	-26688.1	3895.88	-26688.1	0.292096	0.00191028	9.06185	135.892	0.0693496	-0.572416	0.32152	0.213366	0.194751	0.270363
944400000	-22799.3	-26685.7	3886.31	-26685.7	0.276437	0.00275113	11.0795	127.364	0.111824	6.59998	0.317587	0.21201	0.200805	0.269598
944600000	-22887.2	-26722.5	3835.27	-26722.5	0.279961	0.00179608	4.70369	75.9775	0.267425	12.0338	0.322078	0.220012	0.195586	0.262324
944800000	-22858.6	-26702.5	3843.95	-26702.5	0.281921	0.00149738	11.7022	85.5188	0.169388	6.62742	0.317754	0.217699	0.195953	0.268595
945000000	-22794.2	-26685.4	3891.28	-26685.4	0.276819	0.00252044	11.9802	132.303	0.0941116	6.34969	0.316096	0.213853	0.201729	0.268321
945200000	-22755.7	-26678.5	3922.78	-26678.5	0.28317	0.00241785	11.1453	162.75	0.044458	1.22494	0.321622	0.209169	0.19872	0.270489
945400000	-22774	-26686.5	3912.44	-26686.5	0.285807	0.00251983	6.00035	151.901	0.0764525	1.5084	0.32818	0.20851	0.196805	0.266504
945600000	-22734.3	-26669.6	3935.31	-26669.6	0.272122	0.00280366	7.1375	174.987	0.0634618	5.54558	0.323615	0.212977	0.195921	0.267487
945800000	-22792.7	-26685	3892.32	-26685	0.271361	0.00272122	9.29337	132.672	0.0828087	4.28017	0.322378	0.209021	0.200255	0.268345
946000000	-22824.4	-26695.9	3871.5	-26695.9	0.291079	0.00196956	7.00103	111.934	0.135513	6.30288	0.323949	0.219331	0.194993	0.261726
946200000	-22779.3	-26682.7	3903.41	-26682.7	0.258332	0.00227803	6.42645	143.63	0.110804	10.1566	0.312359	0.212827	0.20521	0.269603
946400000	-22753.1	-26684.9	3931.79	-26684.9	0.272583	0.00269654	10.8824	171.96	0.0524272	3.88194	0.323577	0.214316	0.193743	0.268364
946600000	-22767.9	-26681.5	3913.54	-26681.5	0.306133	0.00271888	18.0678	154.469	0.0388664	-4.29151	0.322131	0.212315	0.198913	0.266641
946800000	-22745.7	-26678	3932.28	-26678	0.280577	0.00306148	14.2383	173.037	0.0510627	6.43555	0.319769	0.207847	0.206672	0.265712
947000000	-22773.1	-26681.2	3908.07	-26681.2	0.298142	0.00259217	8.96879	148.421	0.0803347	7.0408	0.32198	0.21053	0.201129	0.266361
947200000	-22831.1	-26699.9	3868.73	-26699.9	0.317823	0.00159301	4.48002	108.063	0.106662	-0.118229	0.324104	0.212626	0.197611	0.265659
947400000	-22828.6	-26697.1	3868.58	-26697.1	0.287046	0.0024306	7.88279	109.055	0.118517	5.73092	0.312635	0.216718	0.199645	0.271002
947600000	-22786	-26688.2	3902.2	-26688.2	0.321772	0.00230306	8.54927	142.096	0.069531	-0.120543	0.322902	0.209202	0.198832	0.269064
947800000	-22824.8	-26695.4	3870.58	-26695.4	0.272922	0.00256544	5.35326	110.4	0.117926	4.4496	0.314264	0.216031	0.201179	0.268527
948000000	-22778.1	-26679.6	3901.47	-26679.6	0.265781	0.00276055	7.35744	141.822	0.101052	10.4798	0.320454	0.213507	0.199663	0.266376
948200000	-22776.9	-26681.6	3904.73	-26681.6	0.302246	0.00234019	7.73859	144.767	0.0752714	7.32444	0.317984	0.216444	0.197776	0.267796
948400000	-22799.4	-26690.8	3891.4	-26690.8	0.313107	0.00251035	6.49567	131.239	0.0933999	3.24036	0.32326	0.212167	0.193431	0.271142
948600000	-22776.8	-26681.8	3905.03	-26681.8	0.266417	0.0028769	8.00257	144.876	0.0646205	4.23987	0.32223	0.213446	0.199165	0.265159
948800000	-22795.7	-26687.2	3891.58	-26687.2	0.292884	0.00214254	6.64715	131.034	0.0650961	1.50473	0.315262	0.215717	0.196523	0.272498
949000000	-22775.5	-26683.2	3907.71	-26683.2	0.281236	0.00234776	7.02468	147.71	0.0857119	7.0247	0.317343	0.209249	0.20438	0.269028
949200000	-22844.8	-26699.2	3854.39	-26699.2	0.286194	0.00217793	6.25966	95.0954	0.182176	10.9541	0.320796	0.211709	0.197463	0.270032
